25-1-1 空気と混合する可燃性ガス濃度を変えて、燃焼速度を測ると、爆発下限界から単調に増加し、爆発上限界で最も大きくなる。,×
25-1-2 伝播する火炎が消炎する最大の隙間を消炎距離といい、消炎の可燃性ガス濃度依存および背圧の影響を考慮して最大安全隙間が決まる。,○
25-1-3 可燃性混合ガスの爆発下限界は、火炎温度が一定以上になる条件で概ね決まり、燃焼前の初期温度を上げると下限界濃度は低下する。,○
25-1-4 加圧された液体が常圧の沸点以上の温度にあるとき、容器の破壊などで圧力が解放されると液体が爆発的に蒸発する現象は蒸気爆発である。,○
26-1-1 可燃性混合ガスに火花で点火するとき、火花のエネルギーを小さくするほど発火する可燃性ガスの濃度範囲は狭くなっていき、あるエネルギー以下では発火しなくなる。,○
26-1-2 可燃性ガスの発火温度は、測定法によって異なる値をとるため、複数のガスで発火温度を比較する場合には、同じ測定法で得られた値を用いなければならない。,○
26-1-3 可燃性ガスの爆発危険性を緩和するために不活性ガスで希釈する場合、同じ体積を添加するのであれば不活性ガスの種類によらず、同等な効果が得られる。,×
26-1-4 爆ごうは、衝撃波を伴う強力な爆発であるため、爆ごう範囲は通常の爆発範囲より広い。,×
27-1-1 アセチレンやゲルマンは、支燃性ガスがなくとも単独で分解・爆発する性質がある。,○
27-1-2 可燃性液体の蒸気圧が低く、混合ガス中の濃度が爆発範囲に入っていなくても、炎を近づけると可燃性液体の温度が上がって蒸気圧が上昇し、引火することがある。,○
27-1-3 すべての可燃性ガスにおいて、圧力が上昇すると爆発上限界が上昇し、爆発下限界が低下して爆発範囲は広がる。,×
27-1-4 ボンベのバルブを急激に開くと、減圧調整器内が高温となり発火・爆発に至ることがあるが、これは高圧ガスの流入により静電気による火花が生じるためである。,×
28-1-1 空気中に可燃性液体のミストが白雲状に広がっていても、ミストが完全に蒸発しない限り爆発することはない。,×
28-1-2 管内で燃焼開始から爆ごうに転移するまでの距離は、管内の初期圧力と管径が同じであれば、可燃性ガスの種類によらない。,×
28-1-3 混合ガスを点火する場合にフランジのない棒状電極を用いると、電極間距離が消炎距離より短くても、火花のエネルギーが十分大きければ発火（着火）することがある。,○
28-1-4 一般に、爆発下限界における混合ガスの断熱火炎温度は、初期温度によらず一定である。,○
29-1-1 可燃性ガスを不活性ガスで希釈して爆発危険性を緩和する場合、不活性ガスとしてモル熱容量の小さな窒素を用いたほうが、二酸化炭素よりも効果が大きい。,×
29-1-2 一般に密閉容器内燃焼における断熱火炎温度は、常圧下における断熱火炎温度よりも高くなる。,○
29-1-3 爆発範囲の圧力依存性は可燃性ガスの種類により異なるが、温度依存性については可燃性ガスの種類によらず、高温になるほど爆発範囲が広がる。,○
29-1-4 可燃性ガスの発火温度は、実験条件下における発熱と放熱の釣り合いで決まるので、測定方法を変えても同じ値となる。,×
30-1-1 容器内で発生した火炎が狭い隙間を通り抜けて外部に伝播するときには、容器内の圧力が上昇しているため、常温、大気圧での消炎距離よりも狭い隙間としなければ消炎することができない。,○
30-1-2 可燃性混合ガスの最小発火エネルギーは化学量論組成付近で最小となり、圧力の増大とともにその値は大きくなり発火の危険性は減少する。,×
30-1-3 可燃性ガスと支燃性ガスの組み合わせが同じであれば、爆ごう範囲と爆発範囲はほぼ一致する。,×
30-1-4 水素と空気の混合ガスの最大燃焼速度は、プロパンと空気の混合ガスのそれよりも小さい。,○
R2-1-1 可燃性ガスを不活性ガスで希釈する場合、爆発上限界はあまり変化しないが、爆発下限界を上昇させる効果は大きい。,×
R2-1-2 ボンベのバルブを急激に開くと、減圧調整器内に高圧ガスが流入し、断熱圧縮により一時的に減圧調整器内のガスが高温となって発火源となることがある。,○
R2-1-3 フランジ付き電極間の放電による最小発火エネルギーの測定では、電極間隔を狭くしていくと急激に最小発火エネルギーが大きくなり発火しなくなる。このときのフランジ間隔が消炎距離である。,○
R2-1-4 管内の一端で可燃性混合ガスに点火すると、はじめは通常の燃焼波が伝播するが、やがて爆ごうに転移することがある。このとき、可燃性混合ガスの燃焼速度が大きいほど、圧力が高いほど、爆ごうへ転移するまでの距離（爆ごう誘導距離）は短くなる。,○
R3-1-1 飽和炭化水素では、爆発下限界濃度[vol%]と燃焼熱[kJ/mol]の積がほぼ一定である。,○
R3-1-2 一般に、密閉容器内燃焼における断熱火炎温度は常圧下における断熱火炎温度と等しい。,×
R3-1-3 可燃性ガスの発火温度は測定方法によって値が異なるので、異なったガス間で発火温度を比較するときは、同じ測定方法を用いる必要がある。,○
R3-1-4 容器内で加圧・加熱された液体が常圧の沸点以上の温度になっている時、容器が破れて圧力が急に解放されると液体が爆発的に蒸発することがあり、これを蒸気爆発という。,○
R4-1-1 可燃性液体の蒸気圧が低く、空気との混合ガスの濃度が爆発範囲に入っていなくても、炎を近づけると可燃性液体の温度が上がって蒸気圧が上昇し、引火することがある。,○
R4-1-2 断熱火炎温度とは、可燃性混合ガスの燃焼により発生した熱が外部に逃げずに、燃焼生成物の加熱にすべて使われると仮定して計算される温度である。,○
R4-1-3 空気中の酸素のモル分率をおよそ0.2とすれば、メタンと空気の混合体積比率がおよそ1：10のときに化学量論組成となり、爆発しやすい混合気となる。,○
R4-1-4 爆ごうは衝撃波を伴う強力な爆発であるため、同じ可燃性ガスと支燃性ガスの組み合わせであれば、爆ごう範囲は爆発範囲よりも広い。,×
25-2-1 水素は熱に対して不安定で拡散速度が大きく、配管や容器から高速で噴出したとき、固体微粉や液滴の混入があると静電気が発生し、その放電により発火することがある。,×
25-2-2 エチレンは、無色で独特の甘いにおいを持つ可燃性ガスで、水、アルコール、エーテルによく溶け、漏洩時には大量の水で吸収する方法が有効である。,×
25-2-3 二酸化硫黄は、強い刺激臭を持つ不燃性で毒性の強いガスであり、水に溶けると酸性を示す。,○
25-2-4 ホスゲンは、常温において乾燥状態では鉄をほとんど腐食しないが、水分が存在すると加水分解して塩酸を生じるため鉄を腐食する。,○
26-2-1 一酸化炭素は、可燃性かつ毒性のガスで極めて酸化性が強く、また、鉄族の金属と反応して金属カルボニルを生成する。,×
26-2-2 ヘリウムは、化学的に不活性であり、液体ヘリウムの沸点は物質の中で最も低い。,○
26-2-3 硫化水素は、無色で特有の腐卵臭を有する可燃性ガスであり、酸化性が強く、濃硝酸と激しく反応する。,×
26-2-4 アセチレンは、吸熱化合物であり、分解爆発を起こす危険性が高いので、容器に充填するときに溶解充填した。,○
27-2-1?水素は、高温高圧において、鋼材中の炭化物と反応してメタンを生成し、水素侵食を起こす。,○
27-2-2?炭酸ガスは、マグネシウムやナトリウムの消火にも有効である。,×
27-2-3?アンモニアは、空気中で可燃性を有し、エタンより最小発火エネルギーが小さい。,×
27-2-4?水分を含んだ塩素ガスは、常温で極めて腐食性が強く、チタン以外のほとんどの金属材料を激しく腐食する。,○
28-2-1?ブタジエンは三重結合をもっており、反応性に富み、種々の生成物が得られる。,×
28-2-2?亜酸化窒素は、分解爆発性があり、自動車用のエアバッグ・インフレーターに使用されている。,○
28-2-3?フッ素は常温で特有な刺激臭を持ち、塩素と同様の極めて強い毒性のある可燃性ガスである。,×
28-2-4?ゲルマンは無色、吐き気を催すような不快臭のあるガスで、毒性がある。,○
29-2-1?フッ素は、すべての元素の中で最も強い酸化力を持つ元素である。,○
29-2-2?塩素は水に溶解すると、塩酸と次亜塩素酸とを生ずる。,○
29-2-3?二酸化炭素は、大気圧で冷却すると液体になり、その液体を加圧すると固体のドライアイスになる。,×
29-2-4?酸素不足は生命の危険を招くが、純酸素は人体にとって無害である。,×
30-2-1 水素は、最小発火エネルギーが小さく、静電気放電は容易に発火源となりうる。,○
30-2-2 酸化エチレンは、常温大気圧下の爆発範囲の上限値が100vol%であり、大気圧下で空気が存在しなくても発火源があれば爆発を起こす分解爆発性がある。,○
30-2-3 アンモニアは、強い刺激臭を持つ可燃性かつ毒性のガスであり、銅及び銅合金に対して腐食性を示さない。,×
30-2-4 シランおよびジシランは、純水あるいは酸性水溶液とはほとんど反応しないが、アルカリ性水溶液とは反応して水素を発生する。,○
R1-2-2 硫化水素は、腐乱臭を有する毒性ガスで、水分がある環境では腐食性は小さい。,×
R1-2-3 塩素は、酸化力が強いので可燃性物質に対して支燃性を示すが、常温で乾燥した状態では鉄に対する腐食性がほとんどない。,○
R1-2-4 フッ素は、常温では特有な刺激臭を持ち極めて強い毒性のある可燃性ガスである。,×
R2-2-1 シアン化水素は、水分が含まれると重合により爆発することがあるので、安定剤としてアルカリ性物質を少量加える。,×
R2-2-2 二酸化炭素は、消火剤として用いられ、マグネシウムやナトリウムの消火にも有効である。,×
R2-2-3 液状のLPガスは、電気絶縁性がよく静電気が蓄積されやすいので、その放電による火花で発火する危険がある。,○
R2-2-4 アセチレンは、酸素ガスによって燃焼させると3000℃を越える温度の火炎を生成できるので、金属の溶断などに用いられる。,○
R3-2-1 窒素は、高温、高圧では触媒上で水素と反応してアンモニアを生成し、高温では酸素と反応して酸化窒素となる。,○
R3-2-2 希ガス類のアルゴンは、不活性ガスとしてステンレス鋼の溶接用保護ガスに用いられる。,○
R3-2-3 アンモニアは、銅及び銅合金に対して腐食性を示さないが、鉄に対しては激しい腐食性を示す。,×
R3-2-4 塩化水素は、水に溶けると塩酸となり、イオン化傾向が水素より小さい金属は、塩化水素に侵され、水素を発生して塩化物となる。,×
R4-2-1 酸素を化学反応に使用する場合、過酸化物などが生成して爆発の原因となることがある。,○
R4-2-2 メタンは、天然ガスの主成分であり空気より重く、空気中で燃焼させると淡青色の炎を発する。,×
R4-2-3 ブタジエンは、無色の可燃性ガスで、常温でも空気中の酸素と反応して重合性の過酸化物をつくる。,○
R4-2-4 フッ化水素は、腐食性や毒性が強いガスで、反応性が高く有機化合物とも反応してフッ化物となる。,○
H25-3-1 炭素鋼への亜鉛めっきは、クロムめっきに比べて、ピンホール、きずなどにより炭素鋼が露出した場合に、耐食性が悪くなる。,×
H25-3-2 オーステナイト系ステンレスであるSUS304は、耐食性、高温強度、低温靭性に優れているが、使用環境によっては粒界腐食、孔食、応力腐食割れを生じる欠点がある。,○
H25-3-3 Cr-Mo鋼は、クロムの酸化物皮膜を生成し、皮膜は緻密で保護性があるので、炭素鋼に比べて耐酸化性に優れている。,○
H25-3-4 水素侵食は、高温高圧の水素ガス環境で鋼中に侵入した水素が鋼中の炭化物と反応し、生成するメタンの圧力で鋼に微細な亀裂を発生させる現象で、クロム、モリブデンの含有量を増すと耐水素侵食性は向上する。,○
H26-3-1 炭素鋼の機械的性質は、炭素量によって大きく変化し、引張強さ、降伏点は炭素量の増加とともに低下する。,×
H26-3-2 乾燥した塩素ガス中での高温ガス腐食に対する耐用温度は、SUS304のほうが炭素鋼よりも高い。 ,○
H26-3-3 オーステナイト系ステンレス鋼容器の溶接熱影響部に生じる粒界腐食を防止するため、炭素量の少ない材料を使用した。,○
H26-3-4 配管の外面への塗装には腐食反応を生じさせる水、酸素などを金属表面に触れさせないことにより防食する役割がある。,○
H27-3-1 炭素鋼に対する電気防食法は、土壌埋設物及び海洋構造物への水没部への適用が多く、電流を流入させる方法として犠牲陽極法と外部電源法がある。,○
H27-3-2 オーステナイト系ステンレス鋼とアルミニウム合金は、結晶構造が面心立方格子であり、低温脆性を示さない。,○
H27-3-3 応力腐食割れは、圧縮応力の高い部分に発生しやすい。,×
H27-3-4 炭素鋼の炭素を増加させると、引張強さが低下し、シャルピー衝撃試験の延性?脆性遷移温度も低下する。,×
H28-3-1 常温の98%の濃硫酸の配管材料に、炭素鋼を採用した。,○
H28-3-2 往復圧縮機などに接続する配管の機械振動による疲労破壊を防止するには、共振は避けたうえで、配管の支持点の間隔を広げて変形に対する拘束を緩めることが有効である。,×
H28-3-3 装置の耐用年数に見合う腐食しろを、計算上必要な肉厚に付加する対策は、侵食速度が大きい局部腐食に有効でない場合が多い。,○
H28-3-4 炭素鋼へのクロムめっきは、亜鉛めっきに比べて、キズなどにより炭素鋼が露出した場合に、炭素鋼の腐食を促進する。,○
H29-3-1 フェライト系ステンレスSUS430は、オーステナイト系ステンレス鋼SUS304に比べて塩化物による応力腐食割れが生じにくい。,○
H29-3-2 Cr-Mo鋼は、クロムの酸化物皮膜を生成し、皮膜は緻密で保護性があるので、クロムの増加とともに耐酸化性を増す。,○
H29-3-3 炭素鋼配管に施した樹脂ライニングが損傷した場合に、さらに電気防食法を適用しても防食の効果はない。,×
H29-3-4 9%ニッケル鋼は、アルミニウム合金またはオーステナイト系ステンレス鋼と同様に、液体窒素温度より低い極低温領域であっても低温脆性を示さない。,×
H30-3-1 オーステナイト系ステンレス鋼は、耐食性、高温強度、低温靭性に優れているが、SUS304は使用環境によっては粒界腐食、孔食、応力腐食割れを生じる欠点がある。,○
H30-3-2 炭素鋼の電気防食の犠牲陽極として、土壌中では亜鉛を、海水中ではアルミニウム系の合金を採用した。,○
H30-3-3 150℃の乾燥した塩素ガスに使用する配管材料にチタンを使用した。,×
H30-3-4 応力腐食割れは圧縮応力が高い部分に発生しやすい。,×
R1-3-1 炭素鋼の機械的性質は、炭素量によって大きく変化し、引張強さ、降伏点は炭素量の増加とともに低下する。,×
R1-3-2 オーステナイト系ステンレス鋼は、結晶構造が面心立方格子であり、低温脆性を示さない。,○
R1-3-3 亜鉛めっきした炭素鋼は、クロムめっきした炭素鋼に比べて、ピンホール、きずなどにより露出した部分の耐食性が劣る。,×
R1-3-4 水素侵食は、高温高圧の水素ガス環境で鋼中に侵入した水素が鋼中の炭化物と反応し、生成するメタンの圧力で鋼に微細な亀裂を発生させる現象で、クロム、モリブデンの含有量を増やすと耐水素侵食性は向上する。,○
R2-3-1 オーステナイト系ステンレス鋼容器の溶接熱影響部に生じる粒界腐食を発生しにくくするために、炭素量の少ない材料を使用した。,○
R2-3-2 応力腐食割れは、圧縮応力が高い部分に発生しやすい。,×
R2-3-3 オーステナイト系ステンレス鋼は表面に不働態皮膜を形成し、不動態皮膜が溶解する塩酸中、希塩酸中では腐食するが、不動態皮膜が安定な濃硫酸中では腐食しない。,○
R2-3-4 Cr-Mo鋼は高温クリープ特性が優れているため高温の反応器などに使用されるが、不純物の偏析に起因する焼き戻し脆化の感受性が高いことに注意する必要がある。,○
R3-3-1 ph3の酸性水溶液中で、炭素鋼は腐食し、オーステナイト系ステンレス鋼は不動態化して腐食しにくい。,○
R3-3-2 オーステナイト系ステンレス鋼およびフェライト系ステンレス鋼は、高温海水環境での引張応力のもとで、塩素イオンに起因する応力腐食割れが生じやすい。,×
R3-3-3 ステンレス鋼の孔食が比較的高濃度の塩化物イオンを含む環境で起こるのは、塩化物イオンが不動態皮膜を局所的に破壊するためである。,○
R3-3-4 クロムモリブデン鋼は、クロムの酸化物皮膜を生成し、皮膜は緻密で保護性があるので、炭素鋼に比べて耐酸化性に優れている。,○
R4-3-1 電解質溶液中で異種金属を接触させると電池を形成し、腐食電位列がプラス側となる金属は腐食が促進される。,×
R4-3-2 炭素鋼水配管に生じた錆こぶの下が溶存酸素の供給を受けにくい結果、局部的に孔食を生じる現象は通気差腐食の一例である。,○
R4-3-3 鋭敏化したステンレス鋼では、多くの腐食環境中で結晶粒界が選択的に腐食する。,○
R4-3-4 窒化は、高温の窒素ガスに接する金属に窒素が侵入して、金属が脆くなる現象であり、炭素鋼に比べてオーステナイト系ステンレス鋼に発生しやすい。,×
H25-5-1 電磁流量計は、導電性流体の流量を測定できるが、混入物を含む流体には適さない。,×
H25-5-2 抵抗温度計は、温度とともに変化する熱起電力を測定することにより温度を計測する。,×
H25-5-3 ブルドン管圧力計のブルドン管材料には、一般に、黄銅、りん青銅、ステンレス鋼が用いられている。,○
H25-5-4 金属管式マグネットゲージは、ゲージグラスに比べて液面高さの測定範囲が広く、高い圧力の液体でもより安全である。,○
H26-5-1 腐食性があり固形物が混入した流体の圧力計に、隔膜式圧力計を使用した。,○
H26-5-2 バイメタル式温度計は、2種類の金属銅線を接続したループの2つの接合点の温度差に正比例して起電力が生じることを利用している。,×
H26-5-3 コリオリ式流量計は、流体の質量流量を直接測定できるが、レンジアビリティは狭く、スラリー流体には使用できない。,×
H26-5-4 気層が凝縮性の液化ガス貯槽に、差圧発信機本体と受圧部をキャピラリチューブで連結したリモートシール型差圧液面計を採用した。,○
H27-5-1?フロート型面積流量計は、鉛直配管、水平配管どちらにも設置できる。,×
H27-5-2?被測定物から放射される赤外線を赤外線カメラでとらえ、それを画像処理して温度分布を視覚に表したものがサーモグラフィである。,○
H27-5-3差圧発信機を、圧力測定のみならず流量測定の信号伝送器としても使用した。,○
H27-5-5?タンクゲージに、フロート式よりも精度が高く、保守性の良いワイヤドラム式を採用した。,○
H28-4-1?ブルドン管圧力計には、ケース背面に安全窓を取り付けたものがあるが、これはブルドン管が破裂した場合にケース前面のガラス窓の破損及び飛散を防止するためである。,○
H28-4-2?空気式差圧伝送器は、信号の伝送に時間遅れを生じるなどの欠点があり、伝送距離は100m以内にすることが望ましい。,○
H28-4-3?調節弁のうち、ケージ弁は高差圧流体に対して不安定な動作になり、プラグの振動が発生するので、高差圧流体に適さない。,×
H28-4-4?温度制御ループにおいて正特性の温度伝送器を使用した場合、伝送信号が喪失すると調節器は高温であると判断して低温になるように調節する。,×
H29-4-1?渦流量計は、流れに垂直に挿入された渦発生体の下流に発生するカルマン渦列の周波数が、流速に正比例することを利用した流量計である。,○
H29-4-2?予測制御の一種であるフィードフォワード制御は、それだけでは目標値と制御量が一致したかどうかを確認することができず、偏差を修正することもできないため、フィードバック制御と組み合わせて使用される。,○
H29-4-3?調節弁の駆動用電源が喪失した場合でも、プラントが危険な状態にならないように弁の駆動方式を選定することはフール・プルーフである。,×
H29-4-4?並列冗長系の冗長システムは、機器が故障した場合に待機している危機に切り替える方式である。,×
H30-4-1 腐食性流体や凝固しやすい流体などの圧力測定には、隔膜式圧力計が適している。,○
H30-4-2 リニア特性の調節弁においては、弁開度と流量はほぼ正比例する。,○
H30-4-3 ゲージグラスにおいて、一般に不透明な液体や界面の測定には反射式を用いる。,×
H30-4-4 近年、警報システムにおいて、スタートアップなどの非定常時に警報が一時的に多発することを抑制したり、不必要な警報を削減したりする取り組みがなされている。,○
R1-4-1 コリオリ式流量計は質量流量が測定でき、スラリー流体にも適用できる。,○
R1-4-2 １つの調節計（一次調節計）の出力値により他の調節計（二次調節計）の目標値を制御する方法をフィードフォワード制御という。,×
R1-4-3 積分動作は比例動作で生ずるオフセットを消すことができるので、通常比例動作と組み合わせてPI動作として広く用いられる。,○
R1-4-4 機器、設備に異常および故障が生じた時でも、装置が安全な状態になるよう設計上配慮することをフェール・セーフという。,○
R2-4-1 運転温度1000℃の設備の温度監視に白金ロジウム合金-白金の熱電温度計を使用した。,○
R2-4-2 コリオリ式流量計をスラリー流体の流量測定に使用した。,○
R2-4-3 ガスクロマトグラフは、ガスの種類のよりカラムを通過する速さが異なることを利用して、ガスのそれぞれの成分を検出する。,○
R2-4-4 調節弁の駆動用電源が喪失した場合でも、プラントが危険な状態にならないように弁の駆動方式を選定することはフール・プルーフである。,×
R3-4-1 オリフィス流量計は差圧式流量計の一つであり、流量計での圧力損失を小さくしたい場合に用いられる。,×
R3-4-2 腐食性流体や凝固しやすい流体などの圧力測定には、隔膜式圧力計が適している。,○
R3-4-3 警報システムにおいて、オペレータの負荷低減を図るため、スタートアップなどの非定常時に不必要な警報が一時的に多発することを抑制する取り組みを行った。,○
R3-4-4 弁駆動用の空気および電源が喪失した場合でもプラントが危険な状態にならないよう、弁を全開にする、全閉にする、または開度を保持するなどを考慮して駆動方式を選定することは、フール・プルーフの具体的な例である。,×
ブルドン管圧力計は、断面がだ円、平円形などの金属管を円弧状に曲げ、管内に圧力を加えたときの弾性変形を利用して目盛盤上の指針の位置で圧力を読みとるものである。,○
ゲージグラスは、ガラスを通して液面を直視するもので、一般に2つの液体の界面の測定には反射式を用いる。,×
微分動作は、偏差の変化速度に比例して操作量を変える制御動作であり、外乱などで生じた偏差をできるだけ早く減少させたいときに有効である。,○
圧縮機を起動するとき、間違って操作したとしても安全のために必要な条件が確保されていなければスタートしないようなインターロックシステムは、フェールセーフの具体的な例である。,×
H25-4-1 液化プロパンを高圧で貯蔵するのに高張力鋼製の球形貯槽を設置した。,○
H25-4-2 50?100m3程度以下の小型圧力容器では、円筒形貯槽が経済的な形式と考えられ、構造が単純で製作も容易なため、一般的に使用されている。,○
H25-4-3 二重殻式円筒型低温貯槽は、内槽、外槽間に適切な断熱材が充填されるが、外槽にも低温材料を用いる必要がある。,×
H25-4-4 二重殻式平底円筒型低温貯槽の基礎を地盤中に直接埋設し、基礎が凍結して変形を起こさないように、基礎中に電熱ヒーターを設置した。,○
H26-4-1?固定床式反応器では、触媒層の高さが大きくなる場合は、偏流の発生を抑えるため、触媒層を分割して再分散器を設ける方法がある。,○
H26-4-2?固定床式反応器で、発熱量が大きい場合の反応温度の制御には、触媒層を分割し、各触媒層の間にクエンチ用流体を送入する方法がある。,○
H26-4-3?流動床式反応器は、反応器の底部などから送入した流体により固体粒子の触媒を浮遊流動化させて、流体と固体の間で反応を行う反応器である。,○
H26-4-4?反応器内の触媒を連続的に再生するには、固定床式反応器が適している。,×
H27-4-1?吸着等に用いられる吸着剤は、分離目的成分との親和性と吸着速度を考慮して選定される。,○
H27-4-2?蒸留塔のトレイは、十字流接触型と向流接触型に分類され、バブルキャップトレイは、向流接触型である。,×
H27-4-3?連続式反応器のうち管式反応器は、反応速度が小さい場合によく用いられる。,×
H27-4-4?二重殻式平底円筒型低温貯槽の内槽には、強め輪（スティフナ）が取り付けられることがあるが、これは保冷・断熱用のパーライトの沈降により圧力がかかることによる座屈防止を主な目的としている。,○
H28-5-1?配管設計において、変動荷重には想定が困難な管外部に付着する雪や氷は考慮しない。,×
H28-5-2?配管設計における熱変位合成応力は、合成曲げ応力とねじり応力から算出される。,○
H28-5-3?配管設計において、往復圧縮機などによる圧力脈動に対しては、配管長さを変えたり、オリフィスを挿入するなどにより気柱振動との共振を避ける。,○
H28-5-4?高圧ガス設備にかかる耐震対策については、設備の使用期間中に発生する確率の低い直下型、海溝型の巨大地震による高いレベルの地震動と、発生する確率の高い地震動を想定し、その重要度に応じて設計が行われる。,○
H29-5-1?固定床式反応器における触媒層の分割は、偏流防止のための再分散だけでなく、総発熱量が大きくクエンチングで反応温度を制御する必要がある場合にも採用されることがある。,○
H29-5-2?多管円筒型熱交換器は、固定頭部、胴部、後頭部の組み合わせにより多くのバリエーションがあり、様々な条件に応じた適切な構造を採用することができる。,○
H29-5-3?配管系への機械振動に対しては、応力が局部に集中して疲労破壊を起こさないように、配管を強制的に拘束せず、フレキシビリティを持たせるようにする。,×
H29-5-4?超低温容器は、-50℃以下の液化ガスを充てんすることができる容器で、可搬式のものは内装と外装の間に断熱材を積層し、その部分を常温において10Pa程度まで真空引きされている。,○
30-5-1 空冷式熱交換器は、冷媒側に空気を使用するため、水冷式熱交換器に比べ、伝熱面積を小さくできる。,×
30-5-2 塔のトレイは、十字流接触型と向流接触型に分類され、ダウンカマーを有するシーブトレイは、十字流接触型である。,○
30-5-3 塔の充填物は、不規則充填物と規則充填物に分類され、ラシヒリングは、不規則充填物である。,○
